idcliente;retorno_fornecedora
95089;10 - Cancelado
95111;10 - Cancelado
95148;10 - Cancelado
95155;10 - Cancelado
95158;10 - Cancelado
95175;10 - Cancelado
95178;10 - Cancelado
95190;10 - Cancelado
95230;10 - Cancelado
95276;10 - Cancelado
95284;10 - Cancelado
95295;10 - Cancelado
95298;10 - Cancelado
95366;10 - Cancelado
95375;10 - Cancelado
95391;10 - Cancelado
95400;10 - Cancelado
95401;10 - Cancelado
95429;10 - Cancelado
95484;10 - Cancelado
95491;10 - Cancelado
95505;10 - Cancelado
95508;10 - Cancelado
95510;10 - Cancelado
95528;10 - Cancelado
95530;10 - Cancelado
95532;10 - Cancelado
95556;10 - Cancelado
95562;10 - Cancelado
95629;10 - Cancelado
95633;10 - Cancelado
95649;10 - Cancelado
95657;10 - Cancelado
95671;10 - Cancelado
95677;10 - Cancelado
95745;10 - Cancelado
95772;10 - Cancelado
95781;10 - Cancelado
95809;10 - Cancelado
95816;10 - Cancelado
95846;10 - Cancelado
95847;10 - Cancelado
95871;10 - Cancelado
95873;10 - Cancelado
95936;10 - Cancelado
95948;10 - Cancelado
95954;10 - Cancelado
95971;10 - Cancelado
95979;10 - Cancelado
95988;10 - Cancelado
95990;10 - Cancelado
96012;10 - Cancelado
96016;10 - Cancelado
96030;10 - Cancelado
96037;10 - Cancelado
96101;10 - Cancelado
96106;10 - Cancelado
96119;10 - Cancelado
96152;10 - Cancelado
96155;10 - Cancelado
96190;10 - Cancelado
96192;10 - Cancelado
96193;10 - Cancelado
96195;10 - Cancelado
96206;10 - Cancelado
96254;10 - Cancelado
96271;10 - Cancelado
96303;10 - Cancelado
96304;10 - Cancelado
96348;10 - Cancelado
96372;10 - Cancelado
96388;10 - Cancelado
96414;10 - Cancelado
96420;10 - Cancelado
96430;10 - Cancelado
96432;10 - Cancelado
96443;10 - Cancelado
96448;10 - Cancelado
96452;10 - Cancelado
96551;10 - Cancelado
96600;10 - Cancelado
96618;10 - Cancelado
96638;10 - Cancelado
96656;10 - Cancelado
96661;10 - Cancelado
96676;10 - Cancelado
96679;10 - Cancelado
96680;10 - Cancelado
96687;10 - Cancelado
96715;10 - Cancelado
96728;10 - Cancelado
96786;10 - Cancelado
96787;10 - Cancelado
96788;10 - Cancelado
96806;10 - Cancelado
96829;10 - Cancelado
96831;10 - Cancelado
96843;10 - Cancelado
96887;10 - Cancelado
96897;10 - Cancelado
96898;10 - Cancelado
96907;10 - Cancelado
96928;10 - Cancelado
96940;10 - Cancelado
96978;10 - Cancelado
96988;10 - Cancelado
97013;10 - Cancelado
97021;10 - Cancelado
97054;10 - Cancelado
97060;10 - Cancelado
97151;10 - Cancelado
97159;10 - Cancelado
97177;10 - Cancelado
97183;10 - Cancelado
97188;10 - Cancelado
97200;10 - Cancelado
97202;10 - Cancelado
97223;10 - Cancelado
97228;10 - Cancelado
97229;10 - Cancelado
97245;10 - Cancelado
97253;10 - Cancelado
97285;10 - Cancelado
97301;10 - Cancelado
97304;10 - Cancelado
97312;10 - Cancelado
97314;10 - Cancelado
97316;10 - Cancelado
97346;10 - Cancelado
97381;10 - Cancelado
97409;10 - Cancelado
97469;10 - Cancelado
97478;10 - Cancelado
97480;10 - Cancelado
97495;10 - Cancelado
97497;10 - Cancelado
97509;10 - Cancelado
97534;10 - Cancelado
97538;10 - Cancelado
97542;13 - Denunciado - Compensação
97551;10 - Cancelado
97562;10 - Cancelado
97567;10 - Cancelado
97569;10 - Cancelado
97574;10 - Cancelado
97640;10 - Cancelado
97647;10 - Cancelado
97678;10 - Cancelado
97686;10 - Cancelado
97708;10 - Cancelado
97711;10 - Cancelado
97712;10 - Cancelado
97715;10 - Cancelado
97721;10 - Cancelado
97728;10 - Cancelado
97750;10 - Cancelado
97771;10 - Cancelado
97818;10 - Cancelado
97832;10 - Cancelado
97833;10 - Cancelado
97839;10 - Cancelado
97847;10 - Cancelado
97860;10 - Cancelado
97880;10 - Cancelado
97883;10 - Cancelado
97906;10 - Cancelado
97932;10 - Cancelado
97944;10 - Cancelado
97945;10 - Cancelado
97949;10 - Cancelado
97964;10 - Cancelado
97967;10 - Cancelado
97997;10 - Cancelado
98003;10 - Cancelado
98012;10 - Cancelado
98029;10 - Cancelado
98030;10 - Cancelado
98031;10 - Cancelado
98034;10 - Cancelado
98038;10 - Cancelado
98040;10 - Cancelado
98046;10 - Cancelado
98066;10 - Cancelado
98076;10 - Cancelado
98100;10 - Cancelado
98124;10 - Cancelado
98159;10 - Cancelado
98161;10 - Cancelado
98170;10 - Cancelado
98198;10 - Cancelado
98205;10 - Cancelado
98227;10 - Cancelado
98295;10 - Cancelado
98331;10 - Cancelado
98367;10 - Cancelado
98371;10 - Cancelado
98412;10 - Cancelado
98422;10 - Cancelado
98443;10 - Cancelado
98484;10 - Cancelado
98490;10 - Cancelado
98506;10 - Cancelado
98511;10 - Cancelado
98522;10 - Cancelado
98541;10 - Cancelado
98550;10 - Cancelado
98553;10 - Cancelado
98570;10 - Cancelado
98593;10 - Cancelado
98615;10 - Cancelado
98644;10 - Cancelado
98657;10 - Cancelado
98696;10 - Cancelado
98703;10 - Cancelado
98746;10 - Cancelado
98755;10 - Cancelado
98758;10 - Cancelado
98759;10 - Cancelado
98786;13 - Denunciado - Compensação
98788;10 - Cancelado
98791;10 - Cancelado
98794;10 - Cancelado
98798;10 - Cancelado
98810;10 - Cancelado
98814;10 - Cancelado
98858;10 - Cancelado
98859;10 - Cancelado
98862;10 - Cancelado
98869;10 - Cancelado
98874;10 - Cancelado
98900;10 - Cancelado
98923;10 - Cancelado
98956;10 - Cancelado
98966;10 - Cancelado
98969;10 - Cancelado
98979;10 - Cancelado
98990;10 - Cancelado
98995;10 - Cancelado
99014;10 - Cancelado
99050;10 - Cancelado
99062;10 - Cancelado
99069;10 - Cancelado
99090;10 - Cancelado
99142;13 - Denunciado - Compensação
99153;10 - Cancelado
99171;10 - Cancelado
99174;10 - Cancelado
99180;10 - Cancelado
99181;10 - Cancelado
99222;10 - Cancelado
99235;10 - Cancelado
99247;10 - Cancelado
99322;10 - Cancelado
99393;10 - Cancelado
99419;10 - Cancelado
99424;10 - Cancelado
99425;10 - Cancelado
99472;10 - Cancelado
99478;10 - Cancelado
99500;10 - Cancelado
99509;10 - Cancelado
99527;10 - Cancelado
99556;10 - Cancelado
99558;10 - Cancelado
99629;10 - Cancelado
99634;10 - Cancelado
99667;10 - Cancelado
99669;10 - Cancelado
99685;10 - Cancelado
99724;10 - Cancelado
99742;10 - Cancelado
99749;10 - Cancelado
99758;10 - Cancelado
99794;10 - Cancelado
99799;10 - Cancelado
99812;10 - Cancelado
99816;10 - Cancelado
99824;10 - Cancelado
99846;10 - Cancelado
99851;10 - Cancelado
99888;10 - Cancelado
99917;10 - Cancelado
99927;10 - Cancelado
99963;10 - Cancelado
99968;10 - Cancelado
99983;10 - Cancelado
100004;10 - Cancelado
100084;10 - Cancelado
100152;10 - Cancelado
100210;10 - Cancelado
100232;10 - Cancelado
100273;10 - Cancelado
100284;10 - Cancelado
100313;10 - Cancelado
100325;10 - Cancelado
100329;10 - Cancelado
100354;10 - Cancelado
100431;10 - Cancelado
100474;10 - Cancelado
100490;10 - Cancelado
100495;10 - Cancelado
100563;10 - Cancelado
100607;10 - Cancelado
100653;10 - Cancelado
100669;10 - Cancelado
100707;10 - Cancelado
100742;10 - Cancelado
100743;10 - Cancelado
100745;10 - Cancelado
100749;10 - Cancelado
100755;10 - Cancelado
100763;10 - Cancelado
100817;10 - Cancelado
100827;10 - Cancelado
100829;10 - Cancelado
100880;10 - Cancelado
100882;10 - Cancelado
100886;10 - Cancelado
100897;10 - Cancelado
100910;10 - Cancelado
100921;13 - Denunciado - Compensação
100948;10 - Cancelado
100952;10 - Cancelado
100997;10 - Cancelado
101023;10 - Cancelado
101067;10 - Cancelado
101112;10 - Cancelado
101125;10 - Cancelado
101127;10 - Cancelado
101128;10 - Cancelado
101132;10 - Cancelado
101189;10 - Cancelado
101200;10 - Cancelado
101205;10 - Cancelado
101206;10 - Cancelado
101216;10 - Cancelado
101244;10 - Cancelado
101246;10 - Cancelado
101268;10 - Cancelado
101276;10 - Cancelado
101282;10 - Cancelado
101298;10 - Cancelado
101314;10 - Cancelado
101315;10 - Cancelado
101325;10 - Cancelado
101327;10 - Cancelado
101381;10 - Cancelado
101416;10 - Cancelado
101433;10 - Cancelado
101472;10 - Cancelado
101488;10 - Cancelado
101494;10 - Cancelado
101504;10 - Cancelado
101520;10 - Cancelado
101532;10 - Cancelado
101556;10 - Cancelado
101567;10 - Cancelado
101570;10 - Cancelado
101577;10 - Cancelado
101658;10 - Cancelado
101660;10 - Cancelado
101682;10 - Cancelado
101688;10 - Cancelado
101699;10 - Cancelado
101705;10 - Cancelado
101718;10 - Cancelado
101749;10 - Cancelado
101751;10 - Cancelado
101753;10 - Cancelado
101754;10 - Cancelado
101778;10 - Cancelado
101784;10 - Cancelado
101785;10 - Cancelado
101793;10 - Cancelado
101820;10 - Cancelado
101839;10 - Cancelado
101848;13 - Denunciado - Compensação
101850;10 - Cancelado
101854;10 - Cancelado
101860;10 - Cancelado
101862;10 - Cancelado
101885;10 - Cancelado
101902;10 - Cancelado
101920;10 - Cancelado
101921;10 - Cancelado
101925;10 - Cancelado
101928;10 - Cancelado
101946;10 - Cancelado
101963;10 - Cancelado
101983;10 - Cancelado
101988;10 - Cancelado
102020;10 - Cancelado
102024;10 - Cancelado
102052;10 - Cancelado
102069;10 - Cancelado
102103;10 - Cancelado
102126;10 - Cancelado
102128;10 - Cancelado
102133;10 - Cancelado
102141;10 - Cancelado
102160;10 - Cancelado
102175;10 - Cancelado
102185;10 - Cancelado
102206;10 - Cancelado
102211;10 - Cancelado
102219;10 - Cancelado
102251;10 - Cancelado
102258;10 - Cancelado
102267;10 - Cancelado
102271;10 - Cancelado
102323;10 - Cancelado
102336;10 - Cancelado
102374;10 - Cancelado
102420;10 - Cancelado
102466;10 - Cancelado
102475;10 - Cancelado
102538;10 - Cancelado
102544;10 - Cancelado
102548;10 - Cancelado
102549;10 - Cancelado
102550;10 - Cancelado
102566;10 - Cancelado
102593;10 - Cancelado
102650;10 - Cancelado
102662;10 - Cancelado
102726;10 - Cancelado
102728;10 - Cancelado
102739;10 - Cancelado
102754;10 - Cancelado
102758;10 - Cancelado
102800;10 - Cancelado
102821;10 - Cancelado
102854;10 - Cancelado
102871;10 - Cancelado
102874;10 - Cancelado
102916;10 - Cancelado
102937;10 - Cancelado
102968;10 - Cancelado
102976;10 - Cancelado
102978;10 - Cancelado
102988;10 - Cancelado
102992;10 - Cancelado
103042;10 - Cancelado
103136;10 - Cancelado
103189;10 - Cancelado
103232;10 - Cancelado
103355;10 - Cancelado
103399;10 - Cancelado
103408;10 - Cancelado
103421;10 - Cancelado
103443;10 - Cancelado
103444;10 - Cancelado
103482;10 - Cancelado
103489;13 - Denunciado - Compensação
103490;10 - Cancelado
103506;10 - Cancelado
103513;10 - Cancelado
103524;10 - Cancelado
103528;10 - Cancelado
103532;10 - Cancelado
103534;10 - Cancelado
103540;10 - Cancelado
103541;10 - Cancelado
103548;10 - Cancelado
103573;10 - Cancelado
103582;10 - Cancelado
103602;10 - Cancelado
103605;10 - Cancelado
103639;10 - Cancelado
103660;10 - Cancelado
103676;10 - Cancelado
103679;10 - Cancelado
103684;10 - Cancelado
103694;10 - Cancelado
103698;10 - Cancelado
103726;10 - Cancelado
103759;10 - Cancelado
103761;10 - Cancelado
103781;10 - Cancelado
103819;10 - Cancelado
103823;10 - Cancelado
103856;10 - Cancelado
103866;10 - Cancelado
103877;10 - Cancelado
103905;10 - Cancelado
103920;10 - Cancelado
103927;10 - Cancelado
103949;10 - Cancelado
103961;10 - Cancelado
103964;10 - Cancelado
103966;10 - Cancelado
103989;10 - Cancelado
104068;10 - Cancelado
104107;10 - Cancelado
104125;10 - Cancelado
104129;10 - Cancelado
104133;10 - Cancelado
104134;10 - Cancelado
104184;10 - Cancelado
104202;10 - Cancelado
104231;10 - Cancelado
104252;10 - Cancelado
104260;10 - Cancelado
104285;10 - Cancelado
104290;10 - Cancelado
104314;10 - Cancelado
104323;10 - Cancelado
104363;10 - Cancelado
104371;10 - Cancelado
104375;10 - Cancelado
104380;10 - Cancelado
104399;10 - Cancelado
104460;10 - Cancelado
104473;10 - Cancelado
104476;10 - Cancelado
104538;10 - Cancelado
104542;10 - Cancelado
104543;10 - Cancelado
104591;10 - Cancelado
104607;13 - Denunciado - Compensação
104609;10 - Cancelado
104620;10 - Cancelado
104627;10 - Cancelado
104675;10 - Cancelado
104683;10 - Cancelado
104700;10 - Cancelado
104724;10 - Cancelado
104753;10 - Cancelado
104772;10 - Cancelado
104786;10 - Cancelado
104827;10 - Cancelado
104843;10 - Cancelado
104854;10 - Cancelado
104868;10 - Cancelado
104884;10 - Cancelado
104887;10 - Cancelado
104904;10 - Cancelado
104927;10 - Cancelado
104941;10 - Cancelado
105000;10 - Cancelado
105027;10 - Cancelado
105030;10 - Cancelado
105040;10 - Cancelado
105055;10 - Cancelado
105061;10 - Cancelado
105066;10 - Cancelado
105073;10 - Cancelado
105081;10 - Cancelado
105107;10 - Cancelado
105176;10 - Cancelado
105178;10 - Cancelado
105201;10 - Cancelado
105293;10 - Cancelado
105296;10 - Cancelado
105322;10 - Cancelado
105377;10 - Cancelado
105406;10 - Cancelado
105413;10 - Cancelado
105424;10 - Cancelado
105462;10 - Cancelado
105509;10 - Cancelado
105513;10 - Cancelado
105525;10 - Cancelado
105528;10 - Cancelado
105590;10 - Cancelado
105594;10 - Cancelado
105618;10 - Cancelado
105626;10 - Cancelado
105735;10 - Cancelado
105815;10 - Cancelado
105822;10 - Cancelado
105889;10 - Cancelado
105893;10 - Cancelado
105924;10 - Cancelado
105950;10 - Cancelado
106002;10 - Cancelado
106048;10 - Cancelado
106114;10 - Cancelado
106161;10 - Cancelado
106172;10 - Cancelado
106176;10 - Cancelado
106180;10 - Cancelado
106198;10 - Cancelado
106214;10 - Cancelado
106236;10 - Cancelado
106237;10 - Cancelado
106303;13 - Denunciado - Compensação
106309;10 - Cancelado
106320;10 - Cancelado
106338;10 - Cancelado
106358;10 - Cancelado
106359;10 - Cancelado
106373;10 - Cancelado
106467;10 - Cancelado
106538;10 - Cancelado
106547;10 - Cancelado
106568;10 - Cancelado
106580;10 - Cancelado
106610;10 - Cancelado
106651;10 - Cancelado
106689;10 - Cancelado
106701;10 - Cancelado
106704;10 - Cancelado
106739;10 - Cancelado
106763;10 - Cancelado
106785;10 - Cancelado
106877;10 - Cancelado
106894;10 - Cancelado
106922;10 - Cancelado
106926;10 - Cancelado
106935;10 - Cancelado
106951;10 - Cancelado
106980;10 - Cancelado
107034;10 - Cancelado
107037;10 - Cancelado
107076;10 - Cancelado
107110;10 - Cancelado
107117;10 - Cancelado
107227;10 - Cancelado
107234;10 - Cancelado
107235;10 - Cancelado
107282;10 - Cancelado
107315;10 - Cancelado
107338;10 - Cancelado
107370;10 - Cancelado
107374;10 - Cancelado
107390;10 - Cancelado
107446;10 - Cancelado
107466;10 - Cancelado
107474;10 - Cancelado
107487;10 - Cancelado
107519;10 - Cancelado
107559;10 - Cancelado
107578;10 - Cancelado
107636;10 - Cancelado
107642;10 - Cancelado
107678;10 - Cancelado
107703;10 - Cancelado
107769;10 - Cancelado
107811;10 - Cancelado
107850;10 - Cancelado
107859;10 - Cancelado
107909;10 - Cancelado
107929;10 - Cancelado
107968;10 - Cancelado
107970;10 - Cancelado
107973;10 - Cancelado
108031;10 - Cancelado
108075;10 - Cancelado
108106;10 - Cancelado
108122;10 - Cancelado
108152;10 - Cancelado
108204;10 - Cancelado
108252;10 - Cancelado
108317;10 - Cancelado
108318;10 - Cancelado
108325;10 - Cancelado
108342;10 - Cancelado
108373;10 - Cancelado
108379;10 - Cancelado
108392;10 - Cancelado
108393;10 - Cancelado
108456;10 - Cancelado
108489;10 - Cancelado
108556;10 - Cancelado
108580;10 - Cancelado
108653;10 - Cancelado
108660;10 - Cancelado
108680;10 - Cancelado
108690;10 - Cancelado
108699;10 - Cancelado
108703;10 - Cancelado
108731;10 - Cancelado
108736;10 - Cancelado
108743;10 - Cancelado
108770;10 - Cancelado
108772;10 - Cancelado
108804;10 - Cancelado
108813;10 - Cancelado
108820;10 - Cancelado
108844;10 - Cancelado
108858;10 - Cancelado
108870;10 - Cancelado
108884;10 - Cancelado
108948;10 - Cancelado
109029;10 - Cancelado
109046;10 - Cancelado
109056;10 - Cancelado
109083;10 - Cancelado
109098;10 - Cancelado
109105;10 - Cancelado
109154;10 - Cancelado
109156;10 - Cancelado
109211;10 - Cancelado
109221;10 - Cancelado
109231;10 - Cancelado
109266;10 - Cancelado
109297;13 - Denunciado - Compensação
109315;10 - Cancelado
109340;10 - Cancelado
109388;10 - Cancelado
109442;10 - Cancelado
109443;10 - Cancelado
109501;10 - Cancelado
109561;10 - Cancelado
109602;10 - Cancelado
109606;10 - Cancelado
109636;10 - Cancelado
109685;10 - Cancelado
109747;10 - Cancelado
109759;10 - Cancelado
109775;10 - Cancelado
109783;10 - Cancelado
109787;10 - Cancelado
109813;10 - Cancelado
109818;10 - Cancelado
109832;10 - Cancelado
109850;10 - Cancelado
109885;10 - Cancelado
109887;10 - Cancelado
109908;10 - Cancelado
109939;10 - Cancelado
109962;10 - Cancelado
110000;10 - Cancelado
110012;10 - Cancelado
110082;10 - Cancelado
110092;10 - Cancelado
110099;10 - Cancelado
110111;10 - Cancelado
110113;10 - Cancelado
110127;10 - Cancelado
110177;10 - Cancelado
110187;10 - Cancelado
110202;10 - Cancelado
110220;10 - Cancelado
110232;10 - Cancelado
110283;10 - Cancelado
110288;10 - Cancelado
110305;10 - Cancelado
110314;10 - Cancelado
110337;10 - Cancelado
110348;10 - Cancelado
110367;10 - Cancelado
110384;10 - Cancelado
110417;10 - Cancelado
110436;10 - Cancelado
110446;10 - Cancelado
110458;10 - Cancelado
110466;10 - Cancelado
110492;10 - Cancelado
110532;10 - Cancelado
110543;13 - Denunciado - Compensação
110552;10 - Cancelado
110556;10 - Cancelado
110603;10 - Cancelado
110623;10 - Cancelado
110675;10 - Cancelado
110731;13 - Denunciado - Compensação
110752;10 - Cancelado
110866;10 - Cancelado
110875;10 - Cancelado
110881;10 - Cancelado
110894;10 - Cancelado
110902;10 - Cancelado
110910;10 - Cancelado
110911;10 - Cancelado
110917;10 - Cancelado
110929;10 - Cancelado
111004;10 - Cancelado
111025;10 - Cancelado
111057;10 - Cancelado
111062;10 - Cancelado
111167;10 - Cancelado
111200;10 - Cancelado
111212;10 - Cancelado
111217;10 - Cancelado
111227;10 - Cancelado
111230;10 - Cancelado
111235;10 - Cancelado
111239;10 - Cancelado
111281;10 - Cancelado
111303;13 - Denunciado - Compensação
111314;10 - Cancelado
111334;10 - Cancelado
111356;10 - Cancelado
111357;10 - Cancelado
111369;10 - Cancelado
111389;10 - Cancelado
111391;10 - Cancelado
111425;10 - Cancelado
111443;10 - Cancelado
111445;10 - Cancelado
111447;10 - Cancelado
111450;10 - Cancelado
111466;13 - Denunciado - Compensação
111471;10 - Cancelado
111474;10 - Cancelado
111485;10 - Cancelado
111510;10 - Cancelado
111525;10 - Cancelado
111567;10 - Cancelado
111578;10 - Cancelado
111618;10 - Cancelado
111635;10 - Cancelado
111640;10 - Cancelado
111642;10 - Cancelado
111643;10 - Cancelado
111659;10 - Cancelado
111664;10 - Cancelado
111721;10 - Cancelado
111725;10 - Cancelado
111730;10 - Cancelado
111750;10 - Cancelado
111770;10 - Cancelado
111771;10 - Cancelado
111786;10 - Cancelado
111823;10 - Cancelado
111829;10 - Cancelado
111862;10 - Cancelado
111864;10 - Cancelado
111880;10 - Cancelado
111891;10 - Cancelado
111931;10 - Cancelado
111960;10 - Cancelado
111969;10 - Cancelado
112029;10 - Cancelado
112046;10 - Cancelado
112052;10 - Cancelado
112111;10 - Cancelado
112159;10 - Cancelado
112227;10 - Cancelado
112327;10 - Cancelado
112329;10 - Cancelado
112393;10 - Cancelado
112411;10 - Cancelado
112426;10 - Cancelado
112440;10 - Cancelado
112441;10 - Cancelado
112489;10 - Cancelado
112525;10 - Cancelado
112560;10 - Cancelado
112635;10 - Cancelado
112660;10 - Cancelado
112731;10 - Cancelado
112734;10 - Cancelado
112787;10 - Cancelado
112844;10 - Cancelado
112848;10 - Cancelado
112850;10 - Cancelado
112892;10 - Cancelado
112928;10 - Cancelado
113015;10 - Cancelado
113043;10 - Cancelado
113044;10 - Cancelado
113207;10 - Cancelado
113232;10 - Cancelado
113320;10 - Cancelado
113349;10 - Cancelado
113396;10 - Cancelado
113428;10 - Cancelado
113543;10 - Cancelado
113591;10 - Cancelado
113612;10 - Cancelado
113630;10 - Cancelado
113818;10 - Cancelado
113832;10 - Cancelado
113909;10 - Cancelado
113910;10 - Cancelado
113957;10 - Cancelado
113993;10 - Cancelado
114018;10 - Cancelado
114052;10 - Cancelado
114145;10 - Cancelado
114165;10 - Cancelado
114171;10 - Cancelado
114218;10 - Cancelado
114287;10 - Cancelado
114497;10 - Cancelado
114527;10 - Cancelado
114558;10 - Cancelado
114613;10 - Cancelado
114647;10 - Cancelado
114717;13 - Denunciado - Compensação
114720;10 - Cancelado
115012;10 - Cancelado
115174;10 - Cancelado
115203;10 - Cancelado
115241;10 - Cancelado
115292;10 - Cancelado
115315;10 - Cancelado
115417;10 - Cancelado
115649;10 - Cancelado
115722;10 - Cancelado
115745;10 - Cancelado
115751;10 - Cancelado
115753;10 - Cancelado
115792;10 - Cancelado
115845;10 - Cancelado
115905;10 - Cancelado
116102;10 - Cancelado
116213;10 - Cancelado
116306;10 - Cancelado
116361;10 - Cancelado
116668;10 - Cancelado
116786;10 - Cancelado
116830;10 - Cancelado
116843;10 - Cancelado
116845;10 - Cancelado
116850;10 - Cancelado
116870;10 - Cancelado
116873;10 - Cancelado
116932;10 - Cancelado
116934;10 - Cancelado
116939;10 - Cancelado
116976;10 - Cancelado
116998;10 - Cancelado
117055;10 - Cancelado
117078;10 - Cancelado
117171;10 - Cancelado
117273;10 - Cancelado
117298;10 - Cancelado
117316;10 - Cancelado
117326;10 - Cancelado
117350;10 - Cancelado
117358;10 - Cancelado
117372;10 - Cancelado
117385;10 - Cancelado
117420;10 - Cancelado
117487;10 - Cancelado
117519;10 - Cancelado
117554;10 - Cancelado
117582;10 - Cancelado
117592;10 - Cancelado
117658;10 - Cancelado
117778;10 - Cancelado
117789;10 - Cancelado
117800;10 - Cancelado
117819;10 - Cancelado
117822;10 - Cancelado
117886;10 - Cancelado
117893;10 - Cancelado
117913;10 - Cancelado
117920;10 - Cancelado
117959;10 - Cancelado
117973;10 - Cancelado
118033;10 - Cancelado
118042;10 - Cancelado
118062;10 - Cancelado
118075;10 - Cancelado
118092;10 - Cancelado
118103;10 - Cancelado
118168;10 - Cancelado
118190;10 - Cancelado
118217;10 - Cancelado
118251;10 - Cancelado
118325;10 - Cancelado
118366;10 - Cancelado
118380;10 - Cancelado
118411;10 - Cancelado
118423;10 - Cancelado
118574;10 - Cancelado
118664;10 - Cancelado
118704;10 - Cancelado
118706;10 - Cancelado
118734;10 - Cancelado
118759;10 - Cancelado
118802;10 - Cancelado
118876;10 - Cancelado
118894;10 - Cancelado
118910;10 - Cancelado
118940;10 - Cancelado
118949;10 - Cancelado
119016;10 - Cancelado
119017;10 - Cancelado
119021;10 - Cancelado
119032;10 - Cancelado
119078;10 - Cancelado
119174;10 - Cancelado
119183;10 - Cancelado
119185;10 - Cancelado
119274;10 - Cancelado
119364;10 - Cancelado
119400;10 - Cancelado
119423;10 - Cancelado
119431;10 - Cancelado
119475;10 - Cancelado
119495;10 - Cancelado
119517;10 - Cancelado
119535;10 - Cancelado
119562;10 - Cancelado
119569;10 - Cancelado
119588;10 - Cancelado
119590;10 - Cancelado
119595;10 - Cancelado
119606;10 - Cancelado
119609;10 - Cancelado
119620;10 - Cancelado
119672;10 - Cancelado
119733;10 - Cancelado
119744;10 - Cancelado
119745;10 - Cancelado
119778;10 - Cancelado
119795;10 - Cancelado
119844;10 - Cancelado
119860;10 - Cancelado
119869;10 - Cancelado
119877;10 - Cancelado
119894;10 - Cancelado
119911;10 - Cancelado
119943;10 - Cancelado
119948;10 - Cancelado
120001;10 - Cancelado
120038;10 - Cancelado
120072;10 - Cancelado
120095;10 - Cancelado
120125;10 - Cancelado
120168;10 - Cancelado
120203;10 - Cancelado
120286;10 - Cancelado
120291;10 - Cancelado
120314;10 - Cancelado
120315;10 - Cancelado
120331;10 - Cancelado
120344;10 - Cancelado
120400;10 - Cancelado
120421;10 - Cancelado
120506;10 - Cancelado
120512;10 - Cancelado
120517;10 - Cancelado
120518;10 - Cancelado
120555;10 - Cancelado
120562;10 - Cancelado
120586;10 - Cancelado
120760;10 - Cancelado
120763;10 - Cancelado
120818;10 - Cancelado
120834;10 - Cancelado
120979;10 - Cancelado
120998;10 - Cancelado
121022;10 - Cancelado
121029;10 - Cancelado
121060;10 - Cancelado
121069;10 - Cancelado
121091;10 - Cancelado
121109;10 - Cancelado
121118;10 - Cancelado
121129;10 - Cancelado
121142;10 - Cancelado
121181;10 - Cancelado
121209;10 - Cancelado
121221;10 - Cancelado
121324;10 - Cancelado
121349;10 - Cancelado
121376;10 - Cancelado
121385;10 - Cancelado
121398;10 - Cancelado
121463;10 - Cancelado
121567;10 - Cancelado
121577;10 - Cancelado
121613;10 - Cancelado
121666;10 - Cancelado
121722;10 - Cancelado
121737;10 - Cancelado
121797;10 - Cancelado
121813;10 - Cancelado
121826;10 - Cancelado
121842;10 - Cancelado
121859;10 - Cancelado
121868;10 - Cancelado
121889;10 - Cancelado
121939;10 - Cancelado
121951;10 - Cancelado
121969;10 - Cancelado
121975;10 - Cancelado
121993;10 - Cancelado
122001;10 - Cancelado
122066;10 - Cancelado
122077;10 - Cancelado
122107;10 - Cancelado
122133;10 - Cancelado
122143;10 - Cancelado
122172;10 - Cancelado
122203;10 - Cancelado
122210;10 - Cancelado
122261;10 - Cancelado
122293;10 - Cancelado
122303;10 - Cancelado
122348;10 - Cancelado
122387;10 - Cancelado
122406;10 - Cancelado
122456;10 - Cancelado
122461;10 - Cancelado
122479;10 - Cancelado
122554;10 - Cancelado
122574;10 - Cancelado
122652;10 - Cancelado
122665;10 - Cancelado
122698;10 - Cancelado
122794;10 - Cancelado
122821;10 - Cancelado
122834;10 - Cancelado
122877;10 - Cancelado
122897;10 - Cancelado
122921;10 - Cancelado
122941;10 - Cancelado
122945;10 - Cancelado
122971;10 - Cancelado
123080;10 - Cancelado
123187;10 - Cancelado
123190;10 - Cancelado
123262;10 - Cancelado
123270;10 - Cancelado
123314;10 - Cancelado
123413;10 - Cancelado
123416;10 - Cancelado
123437;10 - Cancelado
123458;10 - Cancelado
123498;10 - Cancelado
123506;10 - Cancelado
123545;10 - Cancelado
123608;10 - Cancelado
123612;10 - Cancelado
123617;10 - Cancelado
123621;10 - Cancelado
123633;10 - Cancelado
123644;10 - Cancelado
123648;10 - Cancelado
123658;10 - Cancelado
123668;10 - Cancelado
123686;10 - Cancelado
123688;10 - Cancelado
123692;10 - Cancelado
123757;10 - Cancelado
123807;10 - Cancelado
123829;10 - Cancelado
123840;10 - Cancelado
123876;10 - Cancelado
123896;10 - Cancelado
123901;10 - Cancelado
123929;10 - Cancelado
123952;10 - Cancelado
124193;10 - Cancelado
124196;10 - Cancelado
124216;10 - Cancelado
124291;10 - Cancelado
124301;10 - Cancelado
124325;10 - Cancelado
124342;10 - Cancelado
124350;10 - Cancelado
124357;10 - Cancelado
124391;10 - Cancelado
124400;10 - Cancelado
124427;10 - Cancelado
124437;10 - Cancelado
124491;10 - Cancelado
124503;10 - Cancelado
124511;10 - Cancelado
124534;10 - Cancelado
124548;10 - Cancelado
