idcliente;retorno_fornecedora
53248;10 - Cancelado
53262;10 - Cancelado
53263;10 - Cancelado
53274;10 - Cancelado
53275;10 - Cancelado
53277;10 - Cancelado
53323;10 - Cancelado
53328;10 - Cancelado
53339;10 - Cancelado
53374;10 - Cancelado
53390;10 - Cancelado
53393;10 - Cancelado
53396;10 - Cancelado
53400;10 - Cancelado
53401;10 - Cancelado
53412;10 - Cancelado
53416;10 - Cancelado
53417;10 - Cancelado
53461;10 - Cancelado
53468;10 - Cancelado
53473;10 - Cancelado
53481;10 - Cancelado
53482;10 - Cancelado
53511;10 - Cancelado
53515;10 - Cancelado
53546;10 - Cancelado
53574;10 - Cancelado
53609;10 - Cancelado
53614;10 - Cancelado
53651;10 - Cancelado
53656;10 - Cancelado
53686;10 - Cancelado
53687;10 - Cancelado
53691;10 - Cancelado
53693;10 - Cancelado
53699;10 - Cancelado
53762;10 - Cancelado
53763;10 - Cancelado
53794;10 - Cancelado
53848;10 - Cancelado
53858;10 - Cancelado
53864;10 - Cancelado
53893;10 - Cancelado
53898;10 - Cancelado
53902;10 - Cancelado
53910;10 - Cancelado
53927;10 - Cancelado
53940;10 - Cancelado
53946;10 - Cancelado
53972;10 - Cancelado
53975;10 - Cancelado
53979;10 - Cancelado
54021;10 - Cancelado
54029;10 - Cancelado
54030;10 - Cancelado
54035;10 - Cancelado
54043;10 - Cancelado
54061;10 - Cancelado
54065;10 - Cancelado
54077;10 - Cancelado
54106;10 - Cancelado
54164;10 - Cancelado
54166;10 - Cancelado
54168;10 - Cancelado
54176;10 - Cancelado
54221;10 - Cancelado
54222;10 - Cancelado
54247;10 - Cancelado
54267;10 - Cancelado
54280;10 - Cancelado
54288;10 - Cancelado
54317;10 - Cancelado
54331;10 - Cancelado
54347;10 - Cancelado
54369;10 - Cancelado
54413;10 - Cancelado
54429;10 - Cancelado
54440;10 - Cancelado
54443;10 - Cancelado
54502;10 - Cancelado
54515;10 - Cancelado
54533;10 - Cancelado
54546;10 - Cancelado
54570;10 - Cancelado
54573;10 - Cancelado
54575;10 - Cancelado
54576;10 - Cancelado
54581;10 - Cancelado
54586;10 - Cancelado
54602;10 - Cancelado
54607;10 - Cancelado
54613;10 - Cancelado
54617;10 - Cancelado
54634;10 - Cancelado
54638;10 - Cancelado
54661;10 - Cancelado
54668;10 - Cancelado
54681;10 - Cancelado
54692;10 - Cancelado
54708;10 - Cancelado
54735;10 - Cancelado
54743;10 - Cancelado
54755;10 - Cancelado
54759;10 - Cancelado
54760;10 - Cancelado
54763;10 - Cancelado
54785;10 - Cancelado
54841;10 - Cancelado
54845;10 - Cancelado
54859;10 - Cancelado
54860;10 - Cancelado
54877;10 - Cancelado
54883;10 - Cancelado
54914;10 - Cancelado
54928;10 - Cancelado
54966;10 - Cancelado
54969;10 - Cancelado
54970;10 - Cancelado
54981;10 - Cancelado
55002;10 - Cancelado
55020;10 - Cancelado
55050;10 - Cancelado
55055;10 - Cancelado
55082;10 - Cancelado
55083;10 - Cancelado
55086;10 - Cancelado
55093;10 - Cancelado
55125;10 - Cancelado
55168;10 - Cancelado
55205;10 - Cancelado
55206;10 - Cancelado
55209;10 - Cancelado
55211;10 - Cancelado
55213;10 - Cancelado
55214;10 - Cancelado
55216;10 - Cancelado
55228;10 - Cancelado
55235;10 - Cancelado
55241;10 - Cancelado
55244;10 - Cancelado
55247;10 - Cancelado
55266;10 - Cancelado
55282;10 - Cancelado
55316;10 - Cancelado
55416;10 - Cancelado
55422;10 - Cancelado
55451;10 - Cancelado
55525;10 - Cancelado
55562;10 - Cancelado
55572;10 - Cancelado
55615;10 - Cancelado
55618;10 - Cancelado
55630;10 - Cancelado
55690;10 - Cancelado
55691;10 - Cancelado
55734;10 - Cancelado
55737;10 - Cancelado
55740;10 - Cancelado
55742;10 - Cancelado
55755;10 - Cancelado
55756;10 - Cancelado
55787;10 - Cancelado
55807;10 - Cancelado
55808;10 - Cancelado
55837;10 - Cancelado
55865;10 - Cancelado
55871;10 - Cancelado
55883;10 - Cancelado
55950;10 - Cancelado
55964;10 - Cancelado
55969;10 - Cancelado
55981;10 - Cancelado
55994;10 - Cancelado
56012;10 - Cancelado
56016;10 - Cancelado
56035;10 - Cancelado
56044;10 - Cancelado
56055;10 - Cancelado
56062;10 - Cancelado
56075;10 - Cancelado
56096;10 - Cancelado
56105;10 - Cancelado
56119;13 - Denunciado - Compensação
56122;10 - Cancelado
56124;10 - Cancelado
56127;10 - Cancelado
56168;10 - Cancelado
56177;10 - Cancelado
56183;10 - Cancelado
56204;10 - Cancelado
56212;10 - Cancelado
56218;10 - Cancelado
56240;10 - Cancelado
56299;10 - Cancelado
56316;10 - Cancelado
56317;10 - Cancelado
56323;10 - Cancelado
56325;10 - Cancelado
56339;10 - Cancelado
56340;10 - Cancelado
56373;10 - Cancelado
56387;10 - Cancelado
56388;10 - Cancelado
56400;10 - Cancelado
56461;10 - Cancelado
56463;10 - Cancelado
56485;10 - Cancelado
56490;10 - Cancelado
56493;10 - Cancelado
56502;10 - Cancelado
56508;10 - Cancelado
56521;10 - Cancelado
56530;10 - Cancelado
56548;10 - Cancelado
56589;10 - Cancelado
56592;10 - Cancelado
56618;10 - Cancelado
56619;13 - Denunciado - Compensação
56642;10 - Cancelado
56645;10 - Cancelado
56657;10 - Cancelado
56664;10 - Cancelado
56667;10 - Cancelado
56690;10 - Cancelado
56738;10 - Cancelado
56741;10 - Cancelado
56752;10 - Cancelado
56761;10 - Cancelado
56810;10 - Cancelado
56812;10 - Cancelado
56914;10 - Cancelado
56917;10 - Cancelado
56920;10 - Cancelado
56928;10 - Cancelado
56976;10 - Cancelado
56978;10 - Cancelado
57024;10 - Cancelado
57026;10 - Cancelado
57044;10 - Cancelado
57051;10 - Cancelado
57084;10 - Cancelado
57100;10 - Cancelado
57110;10 - Cancelado
57113;10 - Cancelado
57151;13 - Denunciado - Compensação
57185;10 - Cancelado
57218;10 - Cancelado
57219;10 - Cancelado
57221;10 - Cancelado
57243;10 - Cancelado
57300;10 - Cancelado
57305;10 - Cancelado
57306;10 - Cancelado
57316;10 - Cancelado
57377;10 - Cancelado
57407;10 - Cancelado
57449;10 - Cancelado
57458;10 - Cancelado
57479;10 - Cancelado
57494;10 - Cancelado
57504;10 - Cancelado
57511;10 - Cancelado
57530;10 - Cancelado
57532;10 - Cancelado
57546;10 - Cancelado
57594;10 - Cancelado
57605;10 - Cancelado
57608;10 - Cancelado
57631;10 - Cancelado
57642;10 - Cancelado
57643;10 - Cancelado
57665;10 - Cancelado
57688;10 - Cancelado
57689;10 - Cancelado
57692;10 - Cancelado
57697;10 - Cancelado
57722;10 - Cancelado
57726;10 - Cancelado
57738;10 - Cancelado
57754;10 - Cancelado
57785;10 - Cancelado
57789;10 - Cancelado
57806;10 - Cancelado
57817;10 - Cancelado
57820;10 - Cancelado
57821;10 - Cancelado
57827;10 - Cancelado
57830;10 - Cancelado
57832;10 - Cancelado
57851;10 - Cancelado
57868;10 - Cancelado
57870;10 - Cancelado
57883;10 - Cancelado
57896;10 - Cancelado
57922;10 - Cancelado
57940;10 - Cancelado
57968;10 - Cancelado
57996;10 - Cancelado
58005;10 - Cancelado
58008;10 - Cancelado
58014;10 - Cancelado
58030;10 - Cancelado
58034;10 - Cancelado
58046;10 - Cancelado
58126;10 - Cancelado
58134;10 - Cancelado
58152;10 - Cancelado
58184;10 - Cancelado
58188;10 - Cancelado
58194;10 - Cancelado
58248;10 - Cancelado
58269;10 - Cancelado
58327;10 - Cancelado
58349;10 - Cancelado
58379;10 - Cancelado
58389;10 - Cancelado
58393;10 - Cancelado
58396;10 - Cancelado
58409;10 - Cancelado
58433;10 - Cancelado
58437;10 - Cancelado
58470;10 - Cancelado
58502;10 - Cancelado
58535;10 - Cancelado
58550;10 - Cancelado
58553;10 - Cancelado
58576;10 - Cancelado
58580;10 - Cancelado
58582;10 - Cancelado
58596;10 - Cancelado
58615;10 - Cancelado
58628;10 - Cancelado
58651;10 - Cancelado
58669;10 - Cancelado
58692;10 - Cancelado
58703;10 - Cancelado
58730;10 - Cancelado
58741;10 - Cancelado
58798;10 - Cancelado
58835;10 - Cancelado
58843;10 - Cancelado
58856;10 - Cancelado
58879;10 - Cancelado
58890;10 - Cancelado
58893;10 - Cancelado
59010;10 - Cancelado
59031;10 - Cancelado
59066;10 - Cancelado
59084;10 - Cancelado
59102;10 - Cancelado
59104;10 - Cancelado
59118;10 - Cancelado
59141;10 - Cancelado
59158;10 - Cancelado
59161;10 - Cancelado
59164;10 - Cancelado
59171;10 - Cancelado
59177;10 - Cancelado
59215;10 - Cancelado
59231;10 - Cancelado
59262;10 - Cancelado
59266;10 - Cancelado
59269;10 - Cancelado
59270;13 - Denunciado - Compensação
59280;10 - Cancelado
59284;10 - Cancelado
59285;10 - Cancelado
59300;10 - Cancelado
59303;10 - Cancelado
59311;10 - Cancelado
59313;10 - Cancelado
59314;10 - Cancelado
59328;10 - Cancelado
59349;10 - Cancelado
59354;10 - Cancelado
59380;10 - Cancelado
59428;10 - Cancelado
59432;10 - Cancelado
59456;10 - Cancelado
59457;10 - Cancelado
59458;10 - Cancelado
59466;10 - Cancelado
59486;10 - Cancelado
59513;10 - Cancelado
59534;10 - Cancelado
59540;10 - Cancelado
59552;10 - Cancelado
59634;10 - Cancelado
59716;10 - Cancelado
59742;10 - Cancelado
59762;10 - Cancelado
59797;10 - Cancelado
59818;10 - Cancelado
59852;10 - Cancelado
59856;10 - Cancelado
59895;10 - Cancelado
59918;10 - Cancelado
60100;10 - Cancelado
60115;10 - Cancelado
60144;10 - Cancelado
60250;10 - Cancelado
60253;10 - Cancelado
60268;10 - Cancelado
60271;10 - Cancelado
60280;10 - Cancelado
60332;10 - Cancelado
60360;10 - Cancelado
60414;10 - Cancelado
60435;10 - Cancelado
60454;10 - Cancelado
60480;10 - Cancelado
60553;10 - Cancelado
60608;13 - Denunciado - Compensação
60614;10 - Cancelado
60632;10 - Cancelado
60650;10 - Cancelado
60736;10 - Cancelado
60749;10 - Cancelado
60787;10 - Cancelado
60794;10 - Cancelado
60816;10 - Cancelado
60818;10 - Cancelado
60873;10 - Cancelado
60877;10 - Cancelado
60878;10 - Cancelado
60898;10 - Cancelado
60902;10 - Cancelado
60908;10 - Cancelado
60910;10 - Cancelado
60912;10 - Cancelado
60928;10 - Cancelado
60952;10 - Cancelado
60963;10 - Cancelado
60968;10 - Cancelado
60975;10 - Cancelado
60992;10 - Cancelado
60997;10 - Cancelado
61004;10 - Cancelado
61016;10 - Cancelado
61019;10 - Cancelado
61063;10 - Cancelado
61164;10 - Cancelado
61173;10 - Cancelado
61205;10 - Cancelado
61207;10 - Cancelado
61213;10 - Cancelado
61216;10 - Cancelado
61249;10 - Cancelado
61267;10 - Cancelado
61270;10 - Cancelado
61272;10 - Cancelado
61275;10 - Cancelado
61309;10 - Cancelado
61371;10 - Cancelado
61394;10 - Cancelado
61407;10 - Cancelado
61469;10 - Cancelado
61488;10 - Cancelado
61492;10 - Cancelado
61504;10 - Cancelado
61537;10 - Cancelado
61542;10 - Cancelado
61546;10 - Cancelado
61560;10 - Cancelado
61601;10 - Cancelado
61656;10 - Cancelado
61709;10 - Cancelado
61726;10 - Cancelado
61805;10 - Cancelado
61816;10 - Cancelado
61834;10 - Cancelado
61846;10 - Cancelado
61998;10 - Cancelado
62044;10 - Cancelado
62058;10 - Cancelado
62096;10 - Cancelado
62125;10 - Cancelado
62135;10 - Cancelado
62154;10 - Cancelado
62156;10 - Cancelado
62157;10 - Cancelado
62158;10 - Cancelado
62192;10 - Cancelado
62241;10 - Cancelado
62317;10 - Cancelado
62323;10 - Cancelado
62354;10 - Cancelado
62396;10 - Cancelado
62412;10 - Cancelado
62415;10 - Cancelado
62440;10 - Cancelado
62503;10 - Cancelado
62546;10 - Cancelado
62550;10 - Cancelado
62560;10 - Cancelado
62616;10 - Cancelado
62641;10 - Cancelado
62643;10 - Cancelado
62647;10 - Cancelado
62660;10 - Cancelado
62702;10 - Cancelado
62703;10 - Cancelado
62706;10 - Cancelado
62750;10 - Cancelado
62767;10 - Cancelado
62829;10 - Cancelado
62834;10 - Cancelado
62840;10 - Cancelado
62847;10 - Cancelado
62865;10 - Cancelado
62889;10 - Cancelado
62896;10 - Cancelado
62897;10 - Cancelado
62958;10 - Cancelado
62987;10 - Cancelado
63001;10 - Cancelado
63002;10 - Cancelado
63082;10 - Cancelado
63104;10 - Cancelado
63136;10 - Cancelado
63229;10 - Cancelado
63249;10 - Cancelado
63269;10 - Cancelado
63282;10 - Cancelado
63312;10 - Cancelado
63341;10 - Cancelado
63367;10 - Cancelado
63383;10 - Cancelado
63400;10 - Cancelado
63410;10 - Cancelado
63420;10 - Cancelado
63453;10 - Cancelado
63469;10 - Cancelado
63473;10 - Cancelado
63506;10 - Cancelado
63560;10 - Cancelado
63596;10 - Cancelado
63626;10 - Cancelado
63631;10 - Cancelado
63653;10 - Cancelado
63698;10 - Cancelado
63749;10 - Cancelado
63800;10 - Cancelado
63814;10 - Cancelado
63858;10 - Cancelado
63880;10 - Cancelado
63888;10 - Cancelado
63931;10 - Cancelado
63943;10 - Cancelado
63947;10 - Cancelado
63957;13 - Denunciado - Compensação
63959;10 - Cancelado
63972;10 - Cancelado
63999;10 - Cancelado
64017;10 - Cancelado
64142;10 - Cancelado
64145;10 - Cancelado
64165;10 - Cancelado
64189;10 - Cancelado
64197;10 - Cancelado
64203;10 - Cancelado
64263;10 - Cancelado
64327;10 - Cancelado
64336;10 - Cancelado
64337;13 - Denunciado - Compensação
64354;10 - Cancelado
64363;10 - Cancelado
64374;10 - Cancelado
64393;10 - Cancelado
64403;10 - Cancelado
64538;10 - Cancelado
64551;10 - Cancelado
64575;10 - Cancelado
64594;10 - Cancelado
64612;10 - Cancelado
64651;10 - Cancelado
64666;10 - Cancelado
64701;10 - Cancelado
64720;10 - Cancelado
64735;10 - Cancelado
64742;10 - Cancelado
64766;10 - Cancelado
64774;10 - Cancelado
64777;10 - Cancelado
64823;10 - Cancelado
64826;10 - Cancelado
64832;10 - Cancelado
64988;10 - Cancelado
65020;10 - Cancelado
65027;10 - Cancelado
65046;10 - Cancelado
65056;10 - Cancelado
65061;10 - Cancelado
65074;10 - Cancelado
65092;10 - Cancelado
65115;10 - Cancelado
65116;10 - Cancelado
65141;10 - Cancelado
65195;10 - Cancelado
65311;10 - Cancelado
65320;10 - Cancelado
65332;10 - Cancelado
65406;10 - Cancelado
65416;10 - Cancelado
65422;10 - Cancelado
65432;10 - Cancelado
65503;10 - Cancelado
65532;10 - Cancelado
65598;10 - Cancelado
65617;10 - Cancelado
65633;10 - Cancelado
65663;10 - Cancelado
65723;10 - Cancelado
65822;10 - Cancelado
65830;10 - Cancelado
65841;10 - Cancelado
65864;10 - Cancelado
65868;10 - Cancelado
65910;10 - Cancelado
65924;10 - Cancelado
65931;10 - Cancelado
65933;10 - Cancelado
65938;10 - Cancelado
65948;10 - Cancelado
65966;10 - Cancelado
65968;10 - Cancelado
65984;10 - Cancelado
66047;10 - Cancelado
66081;10 - Cancelado
66111;10 - Cancelado
66129;10 - Cancelado
66250;10 - Cancelado
66323;10 - Cancelado
66348;10 - Cancelado
66360;10 - Cancelado
66362;10 - Cancelado
66363;10 - Cancelado
66383;10 - Cancelado
66406;10 - Cancelado
66415;10 - Cancelado
66490;10 - Cancelado
66493;10 - Cancelado
66541;10 - Cancelado
66555;10 - Cancelado
66571;10 - Cancelado
66576;10 - Cancelado
66656;10 - Cancelado
66665;10 - Cancelado
66667;10 - Cancelado
66679;10 - Cancelado
66684;10 - Cancelado
66703;10 - Cancelado
66719;10 - Cancelado
66746;10 - Cancelado
66759;10 - Cancelado
66779;10 - Cancelado
66783;10 - Cancelado
66805;10 - Cancelado
66806;10 - Cancelado
66856;10 - Cancelado
66858;10 - Cancelado
66872;10 - Cancelado
66873;10 - Cancelado
66884;10 - Cancelado
66910;10 - Cancelado
66954;10 - Cancelado
66961;10 - Cancelado
66969;10 - Cancelado
66972;10 - Cancelado
66982;10 - Cancelado
67016;10 - Cancelado
67018;10 - Cancelado
67057;10 - Cancelado
67095;10 - Cancelado
67099;10 - Cancelado
67102;10 - Cancelado
67111;10 - Cancelado
67115;10 - Cancelado
67123;10 - Cancelado
67173;10 - Cancelado
67243;10 - Cancelado
67245;10 - Cancelado
67257;10 - Cancelado
67270;10 - Cancelado
67335;10 - Cancelado
67421;10 - Cancelado
67428;10 - Cancelado
67437;10 - Cancelado
67439;10 - Cancelado
67478;10 - Cancelado
67486;10 - Cancelado
67492;10 - Cancelado
67509;10 - Cancelado
67513;10 - Cancelado
67562;10 - Cancelado
67610;10 - Cancelado
67664;10 - Cancelado
67667;10 - Cancelado
67669;10 - Cancelado
67705;10 - Cancelado
67724;10 - Cancelado
67735;10 - Cancelado
67773;10 - Cancelado
67775;10 - Cancelado
67792;10 - Cancelado
67805;10 - Cancelado
67824;10 - Cancelado
67842;10 - Cancelado
67852;10 - Cancelado
67864;10 - Cancelado
67868;10 - Cancelado
67870;10 - Cancelado
67876;10 - Cancelado
67912;10 - Cancelado
67951;10 - Cancelado
68018;10 - Cancelado
68032;10 - Cancelado
68065;10 - Cancelado
68080;10 - Cancelado
68082;10 - Cancelado
68122;10 - Cancelado
68198;10 - Cancelado
68214;10 - Cancelado
68337;10 - Cancelado
68345;10 - Cancelado
68346;10 - Cancelado
68351;10 - Cancelado
68376;10 - Cancelado
68442;10 - Cancelado
68453;10 - Cancelado
68467;10 - Cancelado
68479;10 - Cancelado
68585;10 - Cancelado
68587;10 - Cancelado
68600;10 - Cancelado
68639;10 - Cancelado
68654;10 - Cancelado
68656;10 - Cancelado
68662;10 - Cancelado
68678;10 - Cancelado
68741;10 - Cancelado
68758;10 - Cancelado
68777;10 - Cancelado
68794;10 - Cancelado
68816;10 - Cancelado
68844;10 - Cancelado
68861;10 - Cancelado
68872;10 - Cancelado
68873;10 - Cancelado
68880;10 - Cancelado
68889;10 - Cancelado
68891;10 - Cancelado
68919;10 - Cancelado
68954;10 - Cancelado
68967;10 - Cancelado
68969;10 - Cancelado
68973;10 - Cancelado
68982;10 - Cancelado
68997;10 - Cancelado
69030;10 - Cancelado
69159;10 - Cancelado
69179;10 - Cancelado
69272;10 - Cancelado
69273;10 - Cancelado
69285;10 - Cancelado
69289;10 - Cancelado
69299;10 - Cancelado
69302;10 - Cancelado
69337;10 - Cancelado
69365;10 - Cancelado
69401;10 - Cancelado
69423;10 - Cancelado
69452;10 - Cancelado
69460;10 - Cancelado
69472;10 - Cancelado
69536;10 - Cancelado
69540;10 - Cancelado
69554;10 - Cancelado
69568;10 - Cancelado
69607;10 - Cancelado
69667;10 - Cancelado
69679;10 - Cancelado
69722;10 - Cancelado
69747;10 - Cancelado
69759;10 - Cancelado
69776;10 - Cancelado
69802;10 - Cancelado
69804;10 - Cancelado
69838;10 - Cancelado
69842;10 - Cancelado
69853;10 - Cancelado
69856;10 - Cancelado
69859;10 - Cancelado
69869;10 - Cancelado
69880;10 - Cancelado
69882;10 - Cancelado
69901;10 - Cancelado
69935;10 - Cancelado
69969;10 - Cancelado
70048;10 - Cancelado
70058;10 - Cancelado
70092;10 - Cancelado
70129;10 - Cancelado
70164;10 - Cancelado
70182;10 - Cancelado
70192;10 - Cancelado
70252;10 - Cancelado
70269;10 - Cancelado
70287;10 - Cancelado
70358;10 - Cancelado
70372;10 - Cancelado
70374;10 - Cancelado
70385;10 - Cancelado
70389;10 - Cancelado
70395;10 - Cancelado
70420;10 - Cancelado
70445;10 - Cancelado
70473;10 - Cancelado
70486;10 - Cancelado
70494;10 - Cancelado
70498;10 - Cancelado
70509;10 - Cancelado
70515;10 - Cancelado
70522;10 - Cancelado
70537;10 - Cancelado
70552;10 - Cancelado
70569;10 - Cancelado
70596;10 - Cancelado
70646;10 - Cancelado
70670;10 - Cancelado
70683;10 - Cancelado
70692;10 - Cancelado
70706;10 - Cancelado
70709;10 - Cancelado
70801;10 - Cancelado
70814;10 - Cancelado
70859;10 - Cancelado
70883;10 - Cancelado
70887;10 - Cancelado
70914;10 - Cancelado
70931;10 - Cancelado
70941;10 - Cancelado
70942;10 - Cancelado
70945;10 - Cancelado
70948;10 - Cancelado
70949;10 - Cancelado
70984;10 - Cancelado
71030;10 - Cancelado
71032;10 - Cancelado
71049;10 - Cancelado
71061;10 - Cancelado
71066;10 - Cancelado
71069;10 - Cancelado
71084;10 - Cancelado
71098;10 - Cancelado
71164;10 - Cancelado
71169;10 - Cancelado
71194;10 - Cancelado
71211;10 - Cancelado
71216;10 - Cancelado
71337;10 - Cancelado
71365;10 - Cancelado
71367;10 - Cancelado
71478;10 - Cancelado
71480;10 - Cancelado
71482;10 - Cancelado
71483;10 - Cancelado
71505;10 - Cancelado
71510;10 - Cancelado
71526;10 - Cancelado
71549;10 - Cancelado
71558;10 - Cancelado
71574;10 - Cancelado
71596;10 - Cancelado
71605;10 - Cancelado
71627;10 - Cancelado
71666;10 - Cancelado
71675;10 - Cancelado
71691;10 - Cancelado
71694;10 - Cancelado
71701;10 - Cancelado
71703;10 - Cancelado
71712;10 - Cancelado
71725;10 - Cancelado
71738;10 - Cancelado
71744;10 - Cancelado
71767;10 - Cancelado
71791;10 - Cancelado
71818;10 - Cancelado
71839;10 - Cancelado
71900;10 - Cancelado
71907;10 - Cancelado
71926;10 - Cancelado
71934;10 - Cancelado
71936;10 - Cancelado
71943;10 - Cancelado
71952;10 - Cancelado
71967;10 - Cancelado
71970;10 - Cancelado
71988;10 - Cancelado
71998;10 - Cancelado
72002;10 - Cancelado
72052;10 - Cancelado
72100;10 - Cancelado
72128;10 - Cancelado
72135;10 - Cancelado
72157;10 - Cancelado
72169;10 - Cancelado
72173;10 - Cancelado
72177;10 - Cancelado
72181;10 - Cancelado
72195;10 - Cancelado
72243;10 - Cancelado
72300;10 - Cancelado
72308;10 - Cancelado
72331;10 - Cancelado
72349;10 - Cancelado
72351;10 - Cancelado
72353;10 - Cancelado
72366;10 - Cancelado
72371;10 - Cancelado
72429;10 - Cancelado
72460;10 - Cancelado
72461;10 - Cancelado
72465;10 - Cancelado
72482;10 - Cancelado
72487;10 - Cancelado
72489;10 - Cancelado
72520;10 - Cancelado
72522;10 - Cancelado
72525;10 - Cancelado
72557;10 - Cancelado
72584;10 - Cancelado
72594;10 - Cancelado
72603;10 - Cancelado
72639;10 - Cancelado
72650;10 - Cancelado
72657;10 - Cancelado
72682;10 - Cancelado
72707;10 - Cancelado
72711;10 - Cancelado
72718;10 - Cancelado
72746;10 - Cancelado
72785;10 - Cancelado
72818;10 - Cancelado
72829;10 - Cancelado
72835;10 - Cancelado
72839;10 - Cancelado
72842;10 - Cancelado
72851;10 - Cancelado
72891;10 - Cancelado
72922;10 - Cancelado
72957;10 - Cancelado
72959;10 - Cancelado
72966;10 - Cancelado
73005;10 - Cancelado
73041;10 - Cancelado
73067;10 - Cancelado
73069;10 - Cancelado
73088;10 - Cancelado
73089;10 - Cancelado
73099;10 - Cancelado
73107;10 - Cancelado
73128;10 - Cancelado
73150;10 - Cancelado
73160;10 - Cancelado
73166;10 - Cancelado
73174;10 - Cancelado
73175;10 - Cancelado
73179;10 - Cancelado
73207;10 - Cancelado
73213;10 - Cancelado
73220;10 - Cancelado
73228;10 - Cancelado
73290;10 - Cancelado
73322;10 - Cancelado
73323;10 - Cancelado
73378;10 - Cancelado
73424;10 - Cancelado
73433;10 - Cancelado
73441;10 - Cancelado
73499;10 - Cancelado
73535;10 - Cancelado
73543;13 - Denunciado - Compensação
73545;10 - Cancelado
73548;10 - Cancelado
73550;10 - Cancelado
73553;10 - Cancelado
73573;10 - Cancelado
73607;10 - Cancelado
73613;10 - Cancelado
73614;10 - Cancelado
73619;10 - Cancelado
73641;10 - Cancelado
73655;10 - Cancelado
73673;10 - Cancelado
73686;10 - Cancelado
73699;10 - Cancelado
73759;10 - Cancelado
73783;10 - Cancelado
73801;10 - Cancelado
73845;10 - Cancelado
73861;10 - Cancelado
73862;10 - Cancelado
73863;10 - Cancelado
73890;10 - Cancelado
73894;10 - Cancelado
73919;10 - Cancelado
73959;10 - Cancelado
73972;10 - Cancelado
73999;10 - Cancelado
74016;10 - Cancelado
74043;10 - Cancelado
74075;10 - Cancelado
74088;10 - Cancelado
74089;10 - Cancelado
74128;10 - Cancelado
74148;10 - Cancelado
74155;10 - Cancelado
74157;10 - Cancelado
74186;10 - Cancelado
74191;10 - Cancelado
74203;10 - Cancelado
74224;10 - Cancelado
74226;10 - Cancelado
74239;10 - Cancelado
74253;10 - Cancelado
74264;10 - Cancelado
74277;10 - Cancelado
74301;10 - Cancelado
74302;10 - Cancelado
74306;10 - Cancelado
74311;10 - Cancelado
74319;10 - Cancelado
74350;10 - Cancelado
74366;10 - Cancelado
74370;10 - Cancelado
74373;10 - Cancelado
74375;10 - Cancelado
74415;10 - Cancelado
74433;10 - Cancelado
74444;10 - Cancelado
74465;13 - Denunciado - Compensação
74466;10 - Cancelado
74481;10 - Cancelado
74521;10 - Cancelado
74522;10 - Cancelado
74531;10 - Cancelado
74538;10 - Cancelado
74552;10 - Cancelado
74565;10 - Cancelado
74598;10 - Cancelado
74610;10 - Cancelado
74660;10 - Cancelado
74688;10 - Cancelado
74702;10 - Cancelado
74713;10 - Cancelado
74730;10 - Cancelado
74740;10 - Cancelado
74744;10 - Cancelado
74747;10 - Cancelado
74750;10 - Cancelado
74811;10 - Cancelado
74840;10 - Cancelado
74880;10 - Cancelado
74959;10 - Cancelado
74985;10 - Cancelado
75002;10 - Cancelado
75020;10 - Cancelado
75033;10 - Cancelado
75034;10 - Cancelado
75036;10 - Cancelado
75053;10 - Cancelado
75117;10 - Cancelado
75119;10 - Cancelado
75146;10 - Cancelado
75160;10 - Cancelado
75174;10 - Cancelado
75178;10 - Cancelado
75185;10 - Cancelado
75191;10 - Cancelado
75205;10 - Cancelado
75234;10 - Cancelado
75248;10 - Cancelado
75265;10 - Cancelado
75281;10 - Cancelado
75282;10 - Cancelado
75285;10 - Cancelado
75296;10 - Cancelado
75300;10 - Cancelado
75301;10 - Cancelado
75328;10 - Cancelado
75360;10 - Cancelado
75448;10 - Cancelado
75459;10 - Cancelado
75470;10 - Cancelado
75478;10 - Cancelado
75492;10 - Cancelado
75595;10 - Cancelado
75615;10 - Cancelado
75669;10 - Cancelado
75691;10 - Cancelado
75733;10 - Cancelado
75737;10 - Cancelado
75743;10 - Cancelado
75744;10 - Cancelado
75759;10 - Cancelado
75761;10 - Cancelado
75795;10 - Cancelado
75825;10 - Cancelado
75861;10 - Cancelado
75867;10 - Cancelado
75894;10 - Cancelado
75895;10 - Cancelado
75897;10 - Cancelado
75901;10 - Cancelado
75927;10 - Cancelado
75933;10 - Cancelado
75937;10 - Cancelado
75966;10 - Cancelado
76006;10 - Cancelado
76021;10 - Cancelado
76029;10 - Cancelado
76066;10 - Cancelado
76123;10 - Cancelado
76131;10 - Cancelado
76162;10 - Cancelado
76175;10 - Cancelado
76184;10 - Cancelado
76221;10 - Cancelado
76227;10 - Cancelado
76256;10 - Cancelado
76297;10 - Cancelado
76307;10 - Cancelado
76323;10 - Cancelado
76342;10 - Cancelado
76366;10 - Cancelado
76367;10 - Cancelado
76399;10 - Cancelado
76416;10 - Cancelado
76423;10 - Cancelado
76456;10 - Cancelado
76459;10 - Cancelado
76470;10 - Cancelado
76476;10 - Cancelado
76481;10 - Cancelado
76482;10 - Cancelado
76489;10 - Cancelado
76511;10 - Cancelado
76524;10 - Cancelado
76540;10 - Cancelado
76549;10 - Cancelado
76561;10 - Cancelado
76598;10 - Cancelado
76601;10 - Cancelado
76613;10 - Cancelado
76615;10 - Cancelado
76623;10 - Cancelado
76645;13 - Denunciado - Compensação
76646;10 - Cancelado
76680;10 - Cancelado
